%OwnerId,Date,Subject,Case Owner,Case Owner Group,Employee Hire Date,Employee Status,Case_Date_Key
MNO112233445574002,11/9/2014,General IT Support: Accessing documents,Sona J. Pack,IT Infrastructure,39331,Terminated,DEF112233445576825|11/9/2014
GHI112233445574045,11/11/2014,General IT Support: FTP access,Thomas R. Allman,IT Infrastructure,40098,Active,MNO112233445576819|11/11/2014
GHI112233445574045,11/11/2014,General IT Support: FTP Server,Thomas R. Allman,IT Infrastructure,40098,Active,PQR112233445576820|11/11/2014
MNO112233445574002,11/12/2014,Additional Laptop Supplies,Sona J. Pack,IT Infrastructure,39331,Terminated,STU112233445576821|11/12/2014
MNO112233445574002,11/12/2014,"General IT Support: I'm unable to print",Sona J. Pack,IT Infrastructure,39331,Terminated,VWX112233445576822|11/12/2014
DEF112233445573936,11/13/2014,Cannot create account,Wilfredo C. Hommer,Systems,39755,Active,ABC112233445576824|11/13/2014
DEF112233445573936,11/15/2014,Single sign on Issue,Wilfredo C. Hommer,Systems,39755,Active,VWX112233445576831|11/15/2014
STU112233445574004,11/17/2014,Request For New Laptop,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445576852|11/17/2014
ABC112233445566789,11/18/2014,General IT Support: My laptop is missing software drivers.,Clifford H. Huxtable,Systems,6/1/2008,Terminated,YZA112233445576859|11/18/2014
DEF112233445573936,11/20/2014,Exception Code needed,Wilfredo C. Hommer,Systems,39755,Active,YZA112233445576832|11/20/2014
DEF112233445573936,11/22/2014,Exception Code needed,Wilfredo C. Hommer,Systems,39755,Active,DEF112233445576834|11/22/2014
GHI112233445574045,11/22/2014,General IT Support: Access to X drive,Thomas R. Allman,IT Infrastructure,40098,Active,ABC112233445576833|11/22/2014
GHI112233445574045,11/22/2014,VPN Connectivity Issues,Thomas R. Allman,IT Infrastructure,40098,Active,GHI112233445576835|11/22/2014
MNO112233445574002,11/23/2014,New Battery Request,Sona J. Pack,IT Infrastructure,39331,Terminated,MNO112233445576846|11/23/2014
MNO112233445574002,11/23/2014,General IT Support: FTP Site,Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445576847|11/23/2014
ABC112233445566789,11/23/2014,E-Mail-Signature,Clifford H. Huxtable,Systems,6/1/2008,Terminated,GHI112233445576844|11/23/2014
DEF112233445573936,11/23/2014,cannot access system,Wilfredo C. Hommer,Systems,39755,Active,ABC112233445576842|11/23/2014
DEF112233445573936,11/23/2014,Single sign-on error,Wilfredo C. Hommer,Systems,39755,Active,DEF112233445576843|11/23/2014
DEF112233445573936,11/23/2014,cannot access system,Wilfredo C. Hommer,Systems,39755,Active,PQR112233445576838|11/23/2014
DEF112233445573936,11/23/2014,Single sign on Issue,Wilfredo C. Hommer,Systems,39755,Active,STU112233445576839|11/23/2014
DEF112233445573936,11/23/2014,Data transfer issues,Wilfredo C. Hommer,Systems,39755,Active,VWX112233445576840|11/23/2014
DEF112233445573936,11/23/2014,cannot access system,Wilfredo C. Hommer,Systems,39755,Active,YZA112233445576841|11/23/2014
MNO112233445574047,11/23/2014,FTP Admin Access,Mitzi F. Pegler,IT Infrastructure,40118,Active,JKL112233445576836|11/23/2014
MNO112233445574047,11/23/2014,General IT Support: anti virus not working,Mitzi F. Pegler,IT Infrastructure,40118,Active,MNO112233445576837|11/23/2014
GHI112233445574045,11/23/2014,General IT Support Request,Thomas R. Allman,IT Infrastructure,40098,Active,JKL112233445576845|11/23/2014
JKL112233445574046,11/23/2014,Account Locked out,Carlita F. Glahn,IT Infrastructure,40070,Active,STU112233445576848|11/23/2014
MNO112233445574002,11/24/2014,General IT Support: missing e-mails,Sona J. Pack,IT Infrastructure,39331,Terminated,GHI112233445576853|11/24/2014
MNO112233445574002,11/24/2014,General IT Support: Add new employees to Outlook Distribution Lists,Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445576856|11/24/2014
ABC112233445566789,11/24/2014,General IT Support: Laptop replacement,Clifford H. Huxtable,Systems,6/1/2008,Terminated,MNO112233445576855|11/24/2014
DEF112233445573936,11/24/2014,cannot access system,Wilfredo C. Hommer,Systems,39755,Active,ABC112233445576851|11/24/2014
DEF112233445573936,11/24/2014,Exception Code needed,Wilfredo C. Hommer,Systems,39755,Active,VWX112233445576849|11/24/2014
MNO112233445574047,11/24/2014,General IT Support: need to set up printer in home office,Mitzi F. Pegler,IT Infrastructure,40118,Active,JKL112233445576854|11/24/2014
GHI112233445574045,11/24/2014,Request for New Printer,Thomas R. Allman,IT Infrastructure,40098,Active,YZA112233445576850|11/24/2014
DEF112233445566790,11/25/2014,New keyboard request,,,,,ABC112233445576860|11/25/2014
MNO112233445574002,11/25/2014,Backup Error,Sona J. Pack,IT Infrastructure,39331,Terminated,STU112233445576857|11/25/2014
GHI112233445573937,11/25/2014,Data transfer issues,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445576858|11/25/2014
STU112233445574004,11/25/2014,General IT Support: FTP Server,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445576861|11/25/2014
STU112233445574004,11/25/2014,Additional Monitor Request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445576862|11/25/2014
STU112233445574004,11/25/2014,General IT Support: Access to X drive,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445576863|11/25/2014
DEF112233445566790,11/26/2014,Account Locked out,,,,,MNO112233445576864|11/26/2014
ABC112233445566789,11/27/2014,General IT Support: Laptop camera broken. Need repair / replace.,Clifford H. Huxtable,Systems,6/1/2008,Terminated,PQR112233445577378|11/27/2014
ABC112233445566789,11/27/2014,New keyboard request,Clifford H. Huxtable,Systems,6/1/2008,Terminated,STU112233445577379|11/27/2014
ABC112233445566789,11/27/2014,General IT Support: Laptop replacement,Clifford H. Huxtable,Systems,6/1/2008,Terminated,VWX112233445577380|11/27/2014
ABC112233445566789,11/29/2014,General IT Support: Shared folders access,Clifford H. Huxtable,Systems,6/1/2008,Terminated,YZA112233445577435|11/29/2014
MNO112233445574047,11/29/2014,FTP Account request,Mitzi F. Pegler,IT Infrastructure,40118,Active,YZA112233445577381|11/29/2014
MNO112233445574002,11/30/2014,New keyboard request,Sona J. Pack,IT Infrastructure,39331,Terminated,JKL112233445577133|11/30/2014
MNO112233445574002,11/30/2014,"General IT Support: I'm unable to print",Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445577135|11/30/2014
ABC112233445566789,11/30/2014,Request For New Laptop,Clifford H. Huxtable,Systems,6/1/2008,Terminated,STU112233445577136|11/30/2014
STU112233445574004,11/30/2014,Voicemail Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,MNO112233445577134|11/30/2014
ABC112233445566789,12/1/2014,Backup Error,Clifford H. Huxtable,Systems,6/1/2008,Terminated,DEF112233445577140|12/1/2014
GHI112233445573937,12/1/2014,Locked out of computer,Kimbra C. Plasencia,Systems,39845,Active,ABC112233445577139|12/1/2014
GHI112233445573937,12/1/2014,Access to CRM,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577137|12/1/2014
GHI112233445573937,12/1/2014,Access to CRM,Kimbra C. Plasencia,Systems,39845,Active,YZA112233445577138|12/1/2014
DEF112233445566790,12/2/2014,FTP Admin Access,,,,,PQR112233445577144|12/2/2014
DEF112233445566790,12/2/2014,New Employee Setup Request,,,,,STU112233445577145|12/2/2014
PQR112233445574048,12/2/2014,Calendar Request,Denver M. Navy,IT Infrastructure,39722,Active,DEF112233445577149|12/2/2014
GHI112233445573937,12/2/2014,Single sign on Issue,Kimbra C. Plasencia,Systems,39845,Active,GHI112233445577150|12/2/2014
GHI112233445573937,12/2/2014,Access to Sales,Kimbra C. Plasencia,Systems,39845,Active,JKL112233445577142|12/2/2014
GHI112233445574045,12/2/2014,Calendar Request,Thomas R. Allman,IT Infrastructure,40098,Active,YZA112233445577147|12/2/2014
MNO112233445574029,12/2/2014,Cannot create account,Aracelis K. Ranum,Systems,40088,Active,VWX112233445577146|12/2/2014
PQR112233445574048,12/3/2014,General IT Support: Infected PC,Denver M. Navy,IT Infrastructure,39722,Active,PQR112233445577153|12/3/2014
MNO112233445574002,12/3/2014,General IT Support: missing e-mails,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577157|12/3/2014
MNO112233445574002,12/3/2014,New Employee Setup Request,Sona J. Pack,IT Infrastructure,39331,Terminated,GHI112233445577159|12/3/2014
GHI112233445573937,12/3/2014,Approval process job roles incorrect,Kimbra C. Plasencia,Systems,39845,Active,DEF112233445577158|12/3/2014
GHI112233445573937,12/3/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,YZA112233445577156|12/3/2014
GHI112233445573937,12/4/2014,Assign User to CRM,Kimbra C. Plasencia,Systems,39845,Active,DEF112233445577167|12/4/2014
STU112233445574004,12/4/2014,General IT Support: Laptop camera broken. Need repair / replace.,Gerardo E. Ferroni,IT Infrastructure,39762,Active,ABC112233445577166|12/4/2014
STU112233445574004,12/4/2014,General IT Support: FTP access,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445577160|12/4/2014
STU112233445574004,12/4/2014,E-Mail-Signature,Gerardo E. Ferroni,IT Infrastructure,39762,Active,YZA112233445577165|12/4/2014
MNO112233445574002,12/7/2014,Password expired,Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445577252|12/7/2014
MNO112233445574002,12/7/2014,E-Mail-Signature,Sona J. Pack,IT Infrastructure,39331,Terminated,STU112233445577253|12/7/2014
GHI112233445573937,12/7/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,GHI112233445577141|12/7/2014
GHI112233445573937,12/7/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445576894|12/7/2014
MNO112233445574029,12/7/2014,Locked out of computer,Aracelis K. Ranum,Systems,40088,Active,MNO112233445577251|12/7/2014
GHI112233445573937,12/8/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,ABC112233445577148|12/8/2014
GHI112233445573937,12/8/2014,Locked out of computer,Kimbra C. Plasencia,Systems,39845,Active,JKL112233445577151|12/8/2014
GHI112233445573937,12/8/2014,FW: Login problem,Kimbra C. Plasencia,Systems,39845,Active,MNO112233445577143|12/8/2014
STU112233445574004,12/8/2014,Activating a new phone,Gerardo E. Ferroni,IT Infrastructure,39762,Active,MNO112233445577152|12/8/2014
GHI112233445573937,12/9/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,PQR112233445577162|12/9/2014
GHI112233445573937,12/9/2014,Deactivated Account,Kimbra C. Plasencia,Systems,39845,Active,STU112233445577154|12/9/2014
GHI112233445573937,12/9/2014,Approval process job roles incorrect,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577155|12/9/2014
STU112233445574004,12/9/2014,email alias required,Gerardo E. Ferroni,IT Infrastructure,39762,Active,STU112233445577163|12/9/2014
DEF112233445566790,12/10/2014,FTP Account request,,,,,VWX112233445577164|12/10/2014
STU112233445574004,12/10/2014,General IT Support: Infected PC,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445577383|12/10/2014
MNO112233445574002,12/11/2014,General IT Support: need to set up printer in home office,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577436|12/11/2014
MNO112233445574002,12/11/2014,New keyboard request,Sona J. Pack,IT Infrastructure,39331,Terminated,STU112233445577388|12/11/2014
MNO112233445574002,12/11/2014,FTP Admin Access,Sona J. Pack,IT Infrastructure,39331,Terminated,YZA112233445577390|12/11/2014
ABC112233445566789,12/11/2014,"General IT Support: Microphone isn't working",Clifford H. Huxtable,Systems,6/1/2008,Terminated,VWX112233445577389|12/11/2014
STU112233445574004,12/11/2014,Extenal WebCam,Gerardo E. Ferroni,IT Infrastructure,39762,Active,MNO112233445577386|12/11/2014
STU112233445574004,12/11/2014,General IT Support: Laptop Performance Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,PQR112233445577387|12/11/2014
GHI112233445574045,12/11/2014,"General IT Support: I'm unable to print",Thomas R. Allman,IT Infrastructure,40098,Active,JKL112233445577385|12/11/2014
DEF112233445566790,12/14/2014,New Employee Setup Request,,,,,DEF112233445577185|12/14/2014
PQR112233445574048,12/14/2014,General IT Support Request,Denver M. Navy,IT Infrastructure,39722,Active,ABC112233445577184|12/14/2014
PQR112233445574048,12/14/2014,General IT Support: need new printer cartridge,Denver M. Navy,IT Infrastructure,39722,Active,ABC112233445577193|12/14/2014
MNO112233445574002,12/14/2014,General IT Support: Add new employees to Outlook Distribution Lists,Sona J. Pack,IT Infrastructure,39331,Terminated,DEF112233445577194|12/14/2014
ABC112233445566789,12/14/2014,VPN Connectivity Issues,Clifford H. Huxtable,Systems,6/1/2008,Terminated,JKL112233445577187|12/14/2014
ABC112233445566789,12/14/2014,"General IT Support: I'm unable to print",Clifford H. Huxtable,Systems,6/1/2008,Terminated,VWX112233445577191|12/14/2014
GHI112233445573937,12/14/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,YZA112233445577192|12/14/2014
STU112233445574004,12/14/2014,Voicemail Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445577195|12/14/2014
GHI112233445574045,12/14/2014,FTP Admin Access,Thomas R. Allman,IT Infrastructure,40098,Active,GHI112233445577186|12/14/2014
DEF112233445566790,12/15/2014,New Employee Setup Request,,,,,PQR112233445577198|12/15/2014
DEF112233445573936,12/15/2014,New Employee Setup Request,Wilfredo C. Hommer,Systems,39755,Active,JKL112233445577205|12/15/2014
GHI112233445573937,12/15/2014,Deactivated Account,Kimbra C. Plasencia,Systems,39845,Active,MNO112233445577206|12/15/2014
STU112233445574004,12/15/2014,General IT Support: FTP access,Gerardo E. Ferroni,IT Infrastructure,39762,Active,YZA112233445577201|12/15/2014
GHI112233445574045,12/15/2014,"General IT Support: Microphone isn't working",Thomas R. Allman,IT Infrastructure,40098,Active,MNO112233445577197|12/15/2014
DEF112233445566790,12/16/2014,New Employee Setup Request,,,,,DEF112233445577212|12/16/2014
MNO112233445574002,12/16/2014,Additional Laptop Supplies,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577211|12/16/2014
GHI112233445573937,12/16/2014,Assign User to CRM,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577209|12/16/2014
GHI112233445573937,12/16/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,YZA112233445577210|12/16/2014
DEF112233445566790,12/17/2014,New Employee Setup Request,,,,,ABC112233445577175|12/17/2014
DEF112233445566790,12/17/2014,New Employee Setup Request,,,,,GHI112233445577177|12/17/2014
DEF112233445566790,12/17/2014,New Employee Setup Request,,,,,JKL112233445577178|12/17/2014
ABC112233445566789,12/17/2014,General IT Support: Need new toner,Clifford H. Huxtable,Systems,6/1/2008,Terminated,GHI112233445577168|12/17/2014
ABC112233445566789,12/17/2014,Backup Error,Clifford H. Huxtable,Systems,6/1/2008,Terminated,MNO112233445577170|12/17/2014
ABC112233445566789,12/17/2014,General IT Support: Need new toner,Clifford H. Huxtable,Systems,6/1/2008,Terminated,YZA112233445577174|12/17/2014
GHI112233445573937,12/17/2014,New Employee Setup Request,Kimbra C. Plasencia,Systems,39845,Active,DEF112233445577176|12/17/2014
GHI112233445573937,12/17/2014,Alerts not working,Kimbra C. Plasencia,Systems,39845,Active,MNO112233445577179|12/17/2014
GHI112233445573937,12/17/2014,Locked out of computer,Kimbra C. Plasencia,Systems,39845,Active,PQR112233445577171|12/17/2014
GHI112233445573937,12/17/2014,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,PQR112233445577180|12/17/2014
GHI112233445573937,12/17/2014,Corporate Email Signature gone,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577173|12/17/2014
STU112233445574004,12/17/2014,Request for New Printer,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445577169|12/17/2014
STU112233445574004,12/17/2014,VPN Connectivity Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,STU112233445577181|12/17/2014
GHI112233445574045,12/17/2014,General IT Support: Removal from email distribution lists,Thomas R. Allman,IT Infrastructure,40098,Active,STU112233445577172|12/17/2014
DEF112233445566790,12/18/2014,VPN Connectivity Issues,,,,,MNO112233445577188|12/18/2014
MNO112233445574002,12/18/2014,General IT Support: Laptop replacement,Sona J. Pack,IT Infrastructure,39331,Terminated,YZA112233445577183|12/18/2014
STU112233445574004,12/18/2014,General IT Support: missing e-mails,Gerardo E. Ferroni,IT Infrastructure,39762,Active,PQR112233445577189|12/18/2014
STU112233445574004,12/18/2014,Phone Number Request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,STU112233445577190|12/18/2014
STU112233445574004,12/18/2014,Voicemail Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,VWX112233445577182|12/18/2014
MNO112233445574002,12/21/2014,New keyboard request,Sona J. Pack,IT Infrastructure,39331,Terminated,STU112233445577208|12/21/2014
STU112233445574004,12/21/2014,General IT Support: Restore data,Gerardo E. Ferroni,IT Infrastructure,39762,Active,ABC112233445577202|12/21/2014
STU112233445574004,12/21/2014,General IT Support: Removal from email distribution lists,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445577204|12/21/2014
STU112233445574004,12/21/2014,General IT Support: Removal from email distribution lists,Gerardo E. Ferroni,IT Infrastructure,39762,Active,PQR112233445577207|12/21/2014
VWX112233445573933,12/21/2014,Insufficient Privileges,Patrice T. Gattie,Systems Development,40148,Active,JKL112233445577196|12/21/2014
GHI112233445574045,12/21/2014,General IT Support: Installation of VMWare,Thomas R. Allman,IT Infrastructure,40098,Active,STU112233445577199|12/21/2014
JKL112233445574046,12/21/2014,General IT Support: FTP Site,Carlita F. Glahn,IT Infrastructure,40070,Active,DEF112233445577203|12/21/2014
JKL112233445574046,12/21/2014,FTP Account request,Carlita F. Glahn,IT Infrastructure,40070,Active,VWX112233445577200|12/21/2014
DEF112233445566790,12/23/2014,General IT Support: Accessing documents,,,,,ABC112233445577391|12/23/2014
MNO112233445574002,12/23/2014,General IT Support: Head Phones,Sona J. Pack,IT Infrastructure,39331,Terminated,DEF112233445577392|12/23/2014
MNO112233445574002,12/23/2014,VPN Connectivity Issues,Sona J. Pack,IT Infrastructure,39331,Terminated,JKL112233445577394|12/23/2014
STU112233445574004,12/23/2014,Backup Error,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445577393|12/23/2014
DEF112233445566790,12/24/2014,New Employee Setup Request,,,,,PQR112233445577396|12/24/2014
DEF112233445566790,12/24/2014,New Employee Setup Request,,,,,STU112233445577397|12/24/2014
PQR112233445574048,12/24/2014,New Employee Setup Request,Denver M. Navy,IT Infrastructure,39722,Active,MNO112233445577395|12/24/2014
GHI112233445573937,12/24/2014,New Employee Setup Request,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577398|12/24/2014
DEF112233445566790,12/28/2014,General IT Support: Laptop camera broken. Need repair / replace.,,,,,STU112233445577217|12/28/2014
MNO112233445574002,12/28/2014,General IT Support: Restore data,Sona J. Pack,IT Infrastructure,39331,Terminated,GHI112233445577222|12/28/2014
STU112233445574004,12/28/2014,New Employee Setup Request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445577221|12/28/2014
STU112233445574004,12/28/2014,Request For New Laptop,Gerardo E. Ferroni,IT Infrastructure,39762,Active,YZA112233445577219|12/28/2014
PQR112233445574048,12/29/2014,General IT Support: Infected PC,Denver M. Navy,IT Infrastructure,39722,Active,PQR112233445577225|12/29/2014
MNO112233445574002,12/29/2014,FTP Admin Access,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577229|12/29/2014
MNO112233445574002,12/29/2014,General IT Support: Access to X drive,Sona J. Pack,IT Infrastructure,39331,Terminated,MNO112233445577233|12/29/2014
GHI112233445573937,12/29/2014,New Employee Setup Request,Kimbra C. Plasencia,Systems,39845,Active,VWX112233445577227|12/29/2014
STU112233445574004,12/29/2014,Request For New Laptop,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445577230|12/29/2014
STU112233445574004,12/29/2014,General IT Support: FTP Site,Gerardo E. Ferroni,IT Infrastructure,39762,Active,PQR112233445577234|12/29/2014
STU112233445574004,12/29/2014,Request For New Standard Laptop,Gerardo E. Ferroni,IT Infrastructure,39762,Active,YZA112233445577228|12/29/2014
STU112233445574004,12/30/2014,Cannot log in to exchange from new laptop,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445577231|12/30/2014
STU112233445574004,12/31/2014,General IT Support: My laptop is missing software drivers.,Gerardo E. Ferroni,IT Infrastructure,39762,Active,ABC112233445577238|12/31/2014
STU112233445574004,12/31/2014,E-Mail-Signature,Gerardo E. Ferroni,IT Infrastructure,39762,Active,DEF112233445577239|12/31/2014
DEF112233445566790,1/4/2015,New Employee Setup Request,,,,,YZA112233445577246|1/4/2015
PQR112233445574048,1/4/2015,General IT Support: need to set up printer in home office,Denver M. Navy,IT Infrastructure,39722,Active,MNO112233445577215|1/4/2015
MNO112233445574002,1/4/2015,General IT Support: Laptop Performance Issues,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577247|1/4/2015
MNO112233445574002,1/4/2015,General IT Support: need to set up printer in home office,Sona J. Pack,IT Infrastructure,39331,Terminated,GHI112233445577213|1/4/2015
MNO112233445574002,1/4/2015,General IT Support: Access to X drive,Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445577216|1/4/2015
MNO112233445574047,1/4/2015,Additional Laptop Supplies,Mitzi F. Pegler,IT Infrastructure,40118,Active,JKL112233445577214|1/4/2015
MNO112233445574002,1/5/2015,Dual Monitor Stand Request,Sona J. Pack,IT Infrastructure,39331,Terminated,ABC112233445577220|1/5/2015
STU112233445574004,1/5/2015,Voicemail Issues,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445577223|1/5/2015
STU112233445574004,1/5/2015,FTP Account request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,MNO112233445577224|1/5/2015
STU112233445574004,1/5/2015,Activating a new phone,Gerardo E. Ferroni,IT Infrastructure,39762,Active,VWX112233445577218|1/5/2015
MNO112233445574002,1/6/2015,General IT Support: Infected PC,Sona J. Pack,IT Infrastructure,39331,Terminated,JKL112233445577232|1/6/2015
MNO112233445574002,1/6/2015,General IT Support: Removal from email distribution lists,Sona J. Pack,IT Infrastructure,39331,Terminated,VWX112233445577236|1/6/2015
STU112233445574004,1/6/2015,Calendar Request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,STU112233445577235|1/6/2015
GHI112233445574045,1/6/2015,FTP Admin Access,Thomas R. Allman,IT Infrastructure,40098,Active,STU112233445577226|1/6/2015
MNO112233445574002,1/7/2015,Additional Ram/memory (?) for my new computer,Sona J. Pack,IT Infrastructure,39331,Terminated,PQR112233445577243|1/7/2015
STU112233445574004,1/7/2015,Calendar Request,Gerardo E. Ferroni,IT Infrastructure,39762,Active,GHI112233445577240|1/7/2015
STU112233445574004,1/7/2015,Additional Ram/memory (?) for my new computer,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445577241|1/7/2015
GHI112233445574045,1/7/2015,FTP Admin Access,Thomas R. Allman,IT Infrastructure,40098,Active,MNO112233445577242|1/7/2015
GHI112233445574045,1/7/2015,New Computer Battery,Thomas R. Allman,IT Infrastructure,40098,Active,YZA112233445577237|1/7/2015
DEF112233445566790,1/8/2015,General IT Support: Laptop camera broken. Need repair / replace.,,,,,JKL112233445577403|1/8/2015
DEF112233445566790,1/8/2015,New Employee Setup Request,,,,,STU112233445577244|1/8/2015
DEF112233445566790,1/8/2015,New Employee Setup Request,,,,,VWX112233445577245|1/8/2015
PQR112233445574048,1/8/2015,Request for New Printer,Denver M. Navy,IT Infrastructure,39722,Active,YZA112233445577399|1/8/2015
GHI112233445573937,1/8/2015,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,ABC112233445577400|1/8/2015
GHI112233445573937,1/8/2015,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,DEF112233445577401|1/8/2015
GHI112233445573937,1/8/2015,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,GHI112233445577402|1/8/2015
STU112233445574004,1/11/2015,General IT Support: Infected PC,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445577250|1/11/2015
GHI112233445574045,1/11/2015,FTP Account request,Thomas R. Allman,IT Infrastructure,40098,Active,DEF112233445577248|1/11/2015
GHI112233445574045,1/11/2015,General IT Support Request,Thomas R. Allman,IT Infrastructure,40098,Active,MNO112233445577404|1/11/2015
PQR112233445574048,1/12/2015,General IT Support: anti virus not working,Denver M. Navy,IT Infrastructure,39722,Active,GHI112233445576898|1/12/2015
PQR112233445574048,1/12/2015,New Battery Request,Denver M. Navy,IT Infrastructure,39722,Active,YZA112233445576895|1/12/2015
GHI112233445573937,1/12/2015,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,DEF112233445576897|1/12/2015
STU112233445574004,1/12/2015,General IT Support: Installation of VMWare,Gerardo E. Ferroni,IT Infrastructure,39762,Active,ABC112233445576896|1/12/2015
STU112233445574004,1/12/2015,General IT Support: anti virus not working,Gerardo E. Ferroni,IT Infrastructure,39762,Active,JKL112233445576899|1/12/2015
DEF112233445566790,1/13/2015,General IT Support: FTP System Admin Access,,,,,VWX112233445576903|1/13/2015
PQR112233445574048,1/13/2015,New Employee Setup Request,Denver M. Navy,IT Infrastructure,39722,Active,MNO112233445576900|1/13/2015
ABC112233445566789,1/13/2015,Calendar Request,Clifford H. Huxtable,Systems,6/1/2008,Terminated,ABC112233445576905|1/13/2015
DEF112233445573936,1/13/2015,FW: Login problem,Wilfredo C. Hommer,Systems,39755,Active,PQR112233445576901|1/13/2015
GHI112233445573937,1/13/2015,cannot access system,Kimbra C. Plasencia,Systems,39845,Active,PQR112233445576910|1/13/2015
